de,gsw
senslerdeutschen,Senslertütsch
Senslerdeutschen,Senslertütsch
Senslerdeutschen,Senslertütsche
Senslerdeutschen,Senslertütsche
Serie,Seryy
Serie,Seryy
sich,sich
sich,sìch
sich,sìch
sicher,sicher
sie,si
sie,si
sie,si
sie,si
Siebenthal,Sìbetaù
Siebenthal,Sìbetaù
Siedler,Siidler
sieht (er/sie/es),gseet
Silbe,Sǜube
Silben,Sìùbe
Simmental,Simmetal
Simmental,Simmetal
Simmental,Simmetal
Simmental,Simmetal
Simmental,Simmetal
Simmental,Simmetal
Simmental,Simmetal
Simmental,Sǜbetaù
Simmentaler,Simmetaler
sind (sie),sì
sind (sie),sin
sind (sie),sin
sind (sie),sin
sind (sie),sin
sind (sie),sin
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),sy
sind (sie),syy
sind es (sie),sys
singen,Sìnge
Singular,Singular
Singular,Singular
so,a sua
so,eso
so,eso
so,Eso
so,So
so,sùa
so,sùa
so,Sùa
sonst,sùnscht
später,druuf
später,spööter
Spezialitäten,Spezialitäte
Spezialitäten,Spraachatlas
Sprachbiet,Sproochbiet
Sprache,Sprooch
Sprache,Sprooch
Sprache,Sprooch
Sprache,Sprooch
Sprache,Sprooch
Sprache,Sprooch
Sprachgeschichte,Sproochgschicht
Sprachgrenze,Spraachgrenza
Sprachgrenze,Sproochgränz
sprachliche,spraachlìchì
sprachlichen,sproochliche
Sprachmelodie,Spraachmelodyy
Sprachwechsel,Sproochweggsel
Sprachwechsel,Sproochweggsel
sprechen,schwätze
sprechen (sie),schwätze
sprechen (sie),schwätze
sprechen (sie),schwätze
stammen (sie),stamme
Stand,Stand
Standarddeutsch,Standardtütsch
Statistiken,Statischtike
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
statt,statt
stattgefunden,stattgfùnde
Stichwörter,Stìchwörter
Substantiven,Substantiv
Substantiven,Substantiv
Substantiven,Substantiv
Tafel,Taafla
Tag,Taag
Tag,Taag
Tage,Taage
Tage,Taga
Tage,Taga
Tal,Tal
Tal,Tal
Tal,Tal
Tanne,Tana
Tanne,Tane
Tanne,Tòòna
Tanne,Tòòna
Tanne,Tòònì
Tannen,Tòònì
Teil,Tǜù
Teil,Tǜù
testen,teschte
Text,Text
Tisch,Tììsch
Tisch,Tǜsch
Titel,Titel
traditionelle,traditionelli
trinken,triiche
trinken,triihe
Tropf,Tropf
tun (sie),tü
tut (er/sie/es),tuet
über,ùber
über,Ùber
über,ùber
über,ùber
über,ùber
Überschriften,Ùberschrifte
Umfang,Umfang
unbetonten,ùnbetuente
unbetonten,ùnbìtuonte
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ù
und,ún
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,ùn
und,und
und eine,ùna
Unterrichtssprache,Ùnterrichtssprooch
unterscheidet,unterschìidet
Unterscheidung,Unterschìideg
Unterscheidung,Ùnterschìideg
Untersuchung,Ùntersuechig
Untersuchung,Ùntersuechig
uvular,uvular
Vancouver,Vancouver
veralteten,veraùtete
Verbindung,Verbindig
verbreiteter,verbrìiteter
verdrängt,verdrängt
Verein,Verein
vereinfacht,verìifacht
verglichen,verglìiche
verhexte,verhäxti
verlar,velar
vermutet,vermuetet
Vernissage,Vernissage
Veröffentlichung,Veröffentlìcheg
Veröffentlichungen,Veröffentlichege
Versammlung,Versammleg
Verschiebung,Verschiebeg
verschiedenen,verschìdene
verschwunden,verschwùnde
versperrt,versperrta
vertreten,vortrait
verwandt,verwònt
verwendet,pruucht
Verzeichnis,Verzìichiiss
viele,viili
viele,Viili
viele,viili
viele,viili
viele,viili
vier,vier
vier,vier
vierzig,vierzeg
Vokal,Vokaù
Vokalen,Vokaù
Vokalen,Vokaù
Volkskalender,Voùchskalender
Volkszählung,Volchszäälig
vom,vam
vom,vam
vom,vam
vom,vam
vom,vam
vom,vam
vom,vam
vom,vam
vom,vom
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
vom,vùm
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,va
von,vam
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von,vo
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von dem,vam
von einem,vamene
von einer,vùrnera
vor,vor
vor,vor
vor,vor
vor,Vor
vor,vor
vor,vùr
Vorbevölkerung,Vorbevölcherig
vorherrschen,vorherrsche
Vorläufer,Vorlaifer
Vorstoss,Vorstoss
wachsen,wachse
wachsen,wakse
während,wärde
Walliser,Walleser
Wanderung,Wanderig
Wanderung,Wanderung
Wanderung,Wòndereg
Wanderung,Wòndereg
wäre (er/sie/es),wär
wärend,wääred
was,was
was,Was
was,was
Wechsel,Wechsù
wechseln,wechsle
Weg,Wääg
wegen,wäge
weiblichen,wyybleche
weiblichen,wyybleche
weil,wyl
weil,wyù
weiss (er/sie/es),weiss
weiss (er/sie/es),weiss
weiterem,wyterem
welche,wo
welcher,wa
welcher,wa
welcher,wo
welches,wa
welches,wo
welches,wo
Welschen,Wäùtsche
welschen,welsche
welschen,welsche
welschen,welsche
welschen,welsche
wenn,Wänn
wenn,wänn
Wenn,Wì
Werbung,Werbeg
werden,werde
werden (sie),chäme
werden (sie),chùnd
werden (sie),wärde
Westalemannischen,Westalemannische
Westen,Weschte
Westschweiz,Weschtschwyz
Wettbewerb,Wettbewerb
wichtig,wichtig
wie,wà
wie,wi
wie,wì
wie,wì
wie,wì
wie,wì
wie,wì
wie,wì
wie,wì
wie,wì
wie,wie
wie,wie
wie,wie
wie,wie
wie,wie
wie man,wìmù
wie man,wìmù
wieder,wiider
wieder,wiider
wird (er/sie/es),chunt
wird (er/sie/es),chùnt
wird (er/sie/es),chùnt
wird (er/sie/es),chùnt
wird (er/sie/es),wird
wird (er/sie/es),wird
wird (er/sie/es),wird
wird (er/sie/es),wìrd
wird (er/sie/es),wìrd
wissenschaftlich,wǜsseschaftlech
wo,wa
wo,wa
wo,Wo
wo,Wo
wo,Wo
wohl,wohl
worden,chua
worden,chua
worden,chua
worden,worde
worden,worde
worden,worde
worden,worde
worden,worde
Wörter,Wörter
Wörterbuch,Wörterbuech
Wörterbuch,Wörterbuech
Wörterbuch,Wörterbuech
Wörterbuch,Wörterbuech
Wörtern,Wörter
Wörtern,Wörter
Wörtern,Wörtlene
würde (er/sie/es),würdi
Zahlen,Zaale
Zahlwort,Zaalwort
Zahlwort,Zaalwort
Zeit,Zyt
Zeit,Zyt
Zeitung,Zytùng
Zeitung,Zytùng
Zeitung,Zytùnge
ziemlich,zimli
zitiert,zitiert
zu,ds
zu,z
zu,zu
zu,zù
zu,zù
zu,zù
zu,Zue
zu,zue
zu,zue
Zu,Zun
zuerst,Zierscht
Zugehörigkeit,Zueghörigkeit
zukünftigen,zuekünftige
zum,zum
zum,zum
zum,zum
zum,zum
zum,Zum
zum,zum
zum,zum
zum,zum
zum,Zum
zum,zum
zum,zum
zum,zum
zum,zum
zum,zum
zum,zum
zum,zum
zum,zùm
zum,zùm
zum,zùm
zum,zùm
zum,zùm
Zunge,Zunga
Zunge,Zunge
Zunge,Zùngi
Zungen,Zungì
zur,zur
zur,zur
zur,zur
zur,zur
zusammenpasst (er/sie/es),zämmepasst
Zuständigkeit,Zueständigkeit
zwei,zwìi
zwei,zwǜǜ
zweisprachig,zweisproochig
zweiten,zweite
Zweitsprache,Zweitsprooch
Zweitsprache,Zweitsprooch
zwischen,zwüsche
